,importance,name,cumsum
137,0.0023050279255417087,"sensor0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",0.55775769611109
138,0.0022646661456683617,"sensor1__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",0.5600223622567584
139,0.0022597219455462642,"sensor2__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",0.5622820842023046
140,0.0022466441616468226,"sensor3__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",0.5645287283639514
141,0.002246321561257174,"sensor3__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)",0.5667750499252086
142,0.0022392363258849934,"sensor3__linear_trend__attr_""rvalue""",0.5690142862510935
143,0.002233729909092974,"sensor3__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",0.5712480161601865
144,0.002222688457901565,"sensor0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0",0.573470704618088
145,0.002218085803866403,"sensor0__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",0.5756887904219544
146,0.0022166765806455745,"sensor2__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",0.5779054670026
147,0.002206341016601489,"sensor1__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)",0.5801118080192015
148,0.0021901541461728756,"sensor3__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",0.5823019621653743
149,0.0021871907275531916,"sensor2__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",0.5844891528929276
150,0.002170282217088276,sensor2__quantile__q_0.8,0.5866594351100158
151,0.0021638442401908224,"sensor0__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",0.5888232793502066
152,0.0021610291313198153,"sensor0__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",0.5909843084815264
153,0.002120743837434335,"sensor2__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",0.5931050523189607
154,0.002088405504896702,"sensor2__fft_coefficient__attr_""abs""__coeff_3",0.5951934578238575
155,0.002085133136073301,"sensor1__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",0.5972785909599307
156,0.002064082673206248,sensor1__autocorrelation__lag_1,0.599342673633137
157,0.0020599603893837527,sensor0__root_mean_square,0.6014026340225207
158,0.002058215145140102,"sensor3__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",0.6034608491676609
159,0.002056379502474726,"sensor2__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",0.6055172286701356
160,0.0020407293938324647,"sensor3__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",0.6075579580639681
161,0.0020240124365351287,"sensor2__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",0.6095819705005032
